study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	experiment_title	study_title	run_alias	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_alias	broker_name	sample_title
PRJEB28687	SAMEA4970443	ERS2788657	ERX2843237	ERR2836386	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:447-21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836386/ERR2836386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836386/ERR2836386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836386/ERR2836386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836386/ERR2836386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836386/CS.021.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836386/CS.021.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836386/CS.021.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836386/CS.021.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836386	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836386			CS.021		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970442	ERS2788656	ERX2843238	ERR2836387	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:447-22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836387/ERR2836387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836387/ERR2836387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836387/ERR2836387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836387/ERR2836387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836387/CS.022.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836387/CS.022.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836387/CS.022.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836387/CS.022.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836387	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836387			CS.022		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970441	ERS2788655	ERX2843239	ERR2836388	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:447-23	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836388/ERR2836388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836388/ERR2836388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836388/ERR2836388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836388/ERR2836388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836388/CS.023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836388/CS.023.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836388/CS.023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836388/CS.023.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836388	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836388			CS.023		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970440	ERS2788654	ERX2843240	ERR2836389	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:447-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836389/ERR2836389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836389/ERR2836389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836389/ERR2836389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836389/ERR2836389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836389/CS.024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836389/CS.024.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836389/CS.024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836389/CS.024.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836389	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836389			CS.024		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970439	ERS2788653	ERX2843241	ERR2836390	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:447-25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836390/ERR2836390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836390/ERR2836390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836390/ERR2836390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836390/ERR2836390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836390/CS.025.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836390/CS.025.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836390/CS.025.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836390/CS.025.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836390	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836390			CS.025		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970438	ERS2788652	ERX2843242	ERR2836391	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:447-26	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836391/ERR2836391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836391/ERR2836391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836391/ERR2836391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836391/ERR2836391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836391/CS.026.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836391/CS.026.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836391/CS.026.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836391/CS.026.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836391	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836391			CS.026		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970437	ERS2788651	ERX2843243	ERR2836392	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:447-27	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836392/ERR2836392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836392/ERR2836392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836392/ERR2836392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836392/ERR2836392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836392/CS.027.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836392/CS.027.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836392/CS.027.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836392/CS.027.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836392	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836392			CS.027		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970436	ERS2788650	ERX2843244	ERR2836393	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-28	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836393/ERR2836393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836393/ERR2836393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836393/ERR2836393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836393/ERR2836393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836393/CS.028.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836393/CS.028.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836393/CS.028.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836393/CS.028.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836393	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836393			CS.028		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970435	ERS2788649	ERX2843245	ERR2836394	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-29	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836394/ERR2836394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836394/ERR2836394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836394/ERR2836394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836394/ERR2836394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836394/CS.029.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836394/CS.029.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836394/CS.029.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836394/CS.029.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836394	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836394			CS.029		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970434	ERS2788648	ERX2843246	ERR2836395	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836395/ERR2836395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836395/ERR2836395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836395/ERR2836395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836395/ERR2836395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836395/CS.030.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836395/CS.030.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836395/CS.030.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836395/CS.030.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836395	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836395			CS.030		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970433	ERS2788647	ERX2843247	ERR2836396	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-31	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836396/ERR2836396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836396/ERR2836396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836396/ERR2836396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/006/ERR2836396/ERR2836396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836396/CS.031.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836396/CS.031.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836396/CS.031.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836396/CS.031.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836396	ftp.sra.ebi.ac.uk/vol1/err/ERR283/006/ERR2836396			CS.031		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970432	ERS2788646	ERX2843248	ERR2836397	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836397/ERR2836397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836397/ERR2836397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836397/ERR2836397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/007/ERR2836397/ERR2836397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836397/CS.032.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836397/CS.032.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836397/CS.032.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836397/CS.032.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836397	ftp.sra.ebi.ac.uk/vol1/err/ERR283/007/ERR2836397			CS.032		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970431	ERS2788645	ERX2843249	ERR2836398	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-33	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836398/ERR2836398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836398/ERR2836398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836398/ERR2836398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/008/ERR2836398/ERR2836398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836398/CS.033.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836398/CS.033.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836398/CS.033.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836398/CS.033.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836398	ftp.sra.ebi.ac.uk/vol1/err/ERR283/008/ERR2836398			CS.033		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970430	ERS2788644	ERX2843250	ERR2836399	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836399/ERR2836399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836399/ERR2836399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836399/ERR2836399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/009/ERR2836399/ERR2836399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836399/CS.035.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836399/CS.035.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836399/CS.035.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836399/CS.035.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836399	ftp.sra.ebi.ac.uk/vol1/err/ERR283/009/ERR2836399			CS.035		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970429	ERS2788643	ERX2843251	ERR2836400	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-35	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836400/ERR2836400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836400/ERR2836400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836400/ERR2836400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/000/ERR2836400/ERR2836400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836400/CS.036.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836400/CS.036.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836400/CS.036.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836400/CS.036.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836400	ftp.sra.ebi.ac.uk/vol1/err/ERR283/000/ERR2836400			CS.036		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970428	ERS2788642	ERX2843252	ERR2836401	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-36	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836401/ERR2836401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836401/ERR2836401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836401/ERR2836401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/001/ERR2836401/ERR2836401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836401/CS.037.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836401/CS.037.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836401/CS.037.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836401/CS.037.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836401	ftp.sra.ebi.ac.uk/vol1/err/ERR283/001/ERR2836401			CS.037		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970427	ERS2788641	ERX2843253	ERR2836402	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-37	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836402/ERR2836402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836402/ERR2836402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836402/ERR2836402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/002/ERR2836402/ERR2836402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836402/CS.038.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836402/CS.038.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836402/CS.038.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836402/CS.038.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836402	ftp.sra.ebi.ac.uk/vol1/err/ERR283/002/ERR2836402			CS.038		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970426	ERS2788640	ERX2843254	ERR2836403	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-38	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836403/ERR2836403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836403/ERR2836403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836403/ERR2836403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/003/ERR2836403/ERR2836403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836403/CS.039.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836403/CS.039.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836403/CS.039.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836403/CS.039.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836403	ftp.sra.ebi.ac.uk/vol1/err/ERR283/003/ERR2836403			CS.039		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970425	ERS2788639	ERX2843255	ERR2836404	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-39	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836404/ERR2836404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836404/ERR2836404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836404/ERR2836404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/004/ERR2836404/ERR2836404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836404/CS.040.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836404/CS.040.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836404/CS.040.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836404/CS.040.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836404	ftp.sra.ebi.ac.uk/vol1/err/ERR283/004/ERR2836404			CS.040		Immigrant Microbiome Project, 16s
PRJEB28687	SAMEA4970424	ERS2788638	ERX2843256	ERR2836405	9606	Homo sapiens	Illumina MiSeq	PAIRED	Illumina MiSeq paired end sequencing	U.S. immigration westernizes the human gut microbiome	ena-RUN-UNIVERSITY OF MINNESOTA-11-10-2018-17:17:11:448-40	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836405/ERR2836405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836405/ERR2836405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836405/ERR2836405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR283/005/ERR2836405/ERR2836405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836405/CS.041.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836405/CS.041.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836405/CS.041.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR283/ERR2836405/CS.041.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836405	ftp.sra.ebi.ac.uk/vol1/err/ERR283/005/ERR2836405			CS.041		Immigrant Microbiome Project, 16s
